"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"19","tv_S",429675.612613883,17352926.2065345,0.060076329794365,110528.192398309,0.0354633256428768,17352926.2065345,0.060076329794365,110528.192398309,0.0354633256428768,TRUE,1,0.933144387428641,NA,NA,0.0579017430218701,NA,NA,0.0579017430218701,0.0144525877467577,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_89_7",1,89,7,975,4,2591412.14666667,16505.80985138,28108.1541341621,11602.3442827821,145373.786432713,0.206047362680601,0.20107203674868,8.80743130701692,6.6963204710048,0.149335744059744,4,FALSE,4.52168432268378,0.107117304298431,2.94161413661474,6.09925289436737,0.500362353721603
"20","ooh_S",634887.468326012,57602151.8157574,0.199420306878583,366892.686724569,0.117718697311316,57602151.8157574,0.199420306878583,366892.686724569,0.117718697311316,TRUE,1,0.933144387428641,NA,NA,0.0579017430218701,NA,NA,0.0579017430218701,0.0144525877467577,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_89_7",1,89,7,975,4,8239693.86666667,52482.1265392781,240404.330961206,187922.204421928,382840.598548697,0.655151359349006,0.667448351295333,7.29468532991276,6.99081212820108,0.143044896882006,4,FALSE,4.30650272336385,0.136099969777503,2.30129299631522,6.31329219955411,0.947275810286767
"21","print_S",197113.560386614,4190036.93938098,0.0145060284372116,26688.1333718534,0.00856297333766081,4190036.93938098,0.0145060284372116,26688.1333718534,0.00856297333766081,TRUE,1,0.933144387428641,NA,NA,0.0579017430218701,NA,NA,0.0579017430218701,0.0144525877467577,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_89_7",1,89,7,975,4,601634.977777778,3832.06992215145,3901.94763225024,69.8777100987929,18525.6256191325,0.0478369682055284,0.0485508467808897,4.83436523745152,6.96441712025698,0.143587034310648,4,FALSE,6.51435551154338,0.108472744268843,4.91289886231806,8.11049372065044,0.000992840702499543
"22","facebook_S",136700.658370538,1966202.0254693,0.00680704798248732,12523.5797800592,0.00401823080897126,1966202.0254693,0.00680704798248732,12523.5797800592,0.00401823080897126,TRUE,1,0.933144387428641,NA,NA,0.0579017430218701,NA,NA,0.0579017430218701,0.0144525877467577,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_89_7",1,89,7,975,4,334078.021992166,2127.88549039596,2951.91135561521,824.025865219251,4278.13093440651,0.0265630827769259,0.0227827999275199,2.01050806244767,5.88545757588149,0.169910323387256,4,FALSE,3.32272793845431,0.222105999764187,0.0534300921973507,6.60074303830052,0.0454069322828793
"23","search_S",323666.110080011,5190719.27374227,0.0179704194697653,33061.9062021801,0.0106080188283265,5190719.27374227,0.0179704194697653,33061.9062021801,0.0106080188283265,TRUE,1,0.933144387428641,NA,NA,0.0579017430218701,NA,NA,0.0579017430218701,0.0144525877467577,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_89_7",1,89,7,975,4,809960,5158.98089171975,8058.93850938192,2899.95761766218,17586.2170311131,0.0644012269879381,0.0601459652475768,3.40885484947992,6.40861187434228,0.156040031696042,4,FALSE,3.04197720928882,0.239493702152225,0,6.56728919249829,0.0739116646210955
"24","newsletter",240712.402468852,4212427.53647274,0.0145835453285513,26830.7486399538,0.00860873190463405,4212427.53647274,0.0145835453285513,26830.7486399538,0.00860873190463405,TRUE,1,0.933144387428641,NA,NA,0.0579017430218701,NA,NA,0.0579017430218701,0.0144525877467577,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_89_7",1,89,7,975,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.0736173873818965
"25","(Intercept)",525124.287179084,82444513.0871161,0.285425276348626,525124.287179084,0.168877748490535,82444513.0871161,0.285425276348626,525124.287179084,0.168877748490535,TRUE,1,0.933375363478352,NA,NA,0.0578016355920526,NA,NA,0.0578016355920526,0.0163298889980814,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_92_4",1,92,4,1005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"26","trend",0.0178578055487866,4996692.48679615,0.0172986931509426,31826.0667948799,0.0102351283969384,4996692.48679615,0.0172986931509426,31826.0667948799,0.0102351283969384,TRUE,1,0.933375363478352,NA,NA,0.0578016355920526,NA,NA,0.0578016355920526,0.0163298889980814,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_92_4",1,92,4,1005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"27","season",0.325587145529659,119193.516725287,0.000412651384262906,759.194374046415,0.000244153697869083,119193.516725287,0.000412651384262906,759.194374046415,0.000244153697869083,TRUE,1,0.933375363478352,NA,NA,0.0578016355920526,NA,NA,0.0578016355920526,0.0163298889980814,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_92_4",1,92,4,1005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"28","holiday",0.791980601595787,5511828.80514482,0.0190821099062399,220473.152205793,0.0709032327320782,5511828.80514482,0.0190821099062399,220473.152205793,0.0709032327320782,TRUE,1,0.933375363478352,NA,NA,0.0578016355920526,NA,NA,0.0578016355920526,0.0163298889980814,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_92_4",1,92,4,1005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"29","competitor_sales_B",0.131766392133786,114799746.82805,0.397440026463921,731208.57852261,0.235153584461331,114799746.82805,0.397440026463921,731208.57852261,0.235153584461331,TRUE,1,0.933375363478352,NA,NA,0.0578016355920526,NA,NA,0.0578016355920526,0.0163298889980814,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_92_4",1,92,4,1005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"30","events",0.857381175748565,1091282.51626022,0.00377805146897852,1091282.51626022,0.350951839045795,1091282.51626022,0.00377805146897852,1091282.51626022,0.350951839045795,TRUE,1,0.933375363478352,NA,NA,0.0578016355920526,NA,NA,0.0578016355920526,0.0163298889980814,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_92_4",1,92,4,1005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"31","tv_S",409841.757801924,15934376.0791523,0.0551652684397468,101492.841268486,0.032639668245784,15934376.0791523,0.0551652684397468,101492.841268486,0.032639668245784,TRUE,1,0.933375363478352,NA,NA,0.0578016355920526,NA,NA,0.0578016355920526,0.0163298889980814,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_92_4",1,92,4,1005,4,2591412.14666667,16505.80985138,28108.1541341621,11602.3442827821,130720.14361237,0.206047362680601,0.210748586323653,7.91964434277306,6.14891618056535,0.162630286482138,4,FALSE,4.52168432268378,0.107117304298431,2.94161413661474,6.09925289436737,0.465501254875466
"32","ooh_S",555678.793808006,48499373.6203237,0.167906226866654,308913.207772762,0.099345180334159,48499373.6203237,0.167906226866654,308913.207772762,0.099345180334159,TRUE,1,0.933375363478352,NA,NA,0.0578016355920526,NA,NA,0.0578016355920526,0.0163298889980814,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_92_4",1,92,4,1005,4,8239693.86666667,52482.1265392781,205116.951294042,152634.824754764,325550.502509101,0.655151359349006,0.64145432348862,6.20307376960908,5.88606499284225,0.169892789362002,4,FALSE,4.30650272336385,0.136099969777503,2.30129299631522,6.31329219955411,0.932291607869347
"33","print_S",197345.517557363,4130468.59366085,0.014299801110466,26308.7171570755,0.00846077210221666,4130468.59366085,0.014299801110466,26308.7171570755,0.00846077210221666,TRUE,1,0.933375363478352,NA,NA,0.0578016355920526,NA,NA,0.0578016355920526,0.0163298889980814,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_92_4",1,92,4,1005,4,601634.977777778,3832.06992215145,3901.94763225024,69.8777100987929,15383.4743799958,0.0478369682055284,0.0546297145645493,4.01440336228494,6.86540634475293,0.14565780228934,4,FALSE,6.51435551154338,0.108472744268843,4.91289886231806,8.11049372065044,0.000522727364542563
"34","facebook_S",134659.903644027,1936849.30599756,0.00670542802315842,12336.619783424,0.00396740471517732,1936849.30599756,0.00670542802315842,12336.619783424,0.00396740471517732,TRUE,1,0.933375363478352,NA,NA,0.0578016355920526,NA,NA,0.0578016355920526,0.0163298889980814,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_92_4",1,92,4,1005,4,334078.021992166,2127.88549039596,2951.91135561521,824.025865219251,4214.26426376211,0.0265630827769259,0.0256168331369427,1.98049391416166,5.7975957066789,0.17248529400696,4,FALSE,3.32272793845431,0.222105999764187,0.0534300921973507,6.60074303830052,0.0454069322828793
"35","search_S",318470.287959098,5107392.49597337,0.0176819397677044,32531.1623947349,0.0104618841579674,5107392.49597337,0.0176819397677044,32531.1623947349,0.0104618841579674,TRUE,1,0.933375363478352,NA,NA,0.0578016355920526,NA,NA,0.0578016355920526,0.0163298889980814,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_92_4",1,92,4,1005,4,809960,5158.98089171975,8058.93850938192,2899.95761766218,17303.9049427365,0.0644012269879381,0.067550542486235,3.35413239667345,6.30573422881793,0.158585814706539,4,FALSE,3.04197720928882,0.239493702152225,0,6.56728919249829,0.0739116646210955
"36","newsletter",244359.872581153,4276257.66479987,0.0148045270692996,27237.3099668782,0.00875940362015005,4276257.66479987,0.0148045270692996,27237.3099668782,0.00875940362015005,TRUE,1,0.933375363478352,NA,NA,0.0578016355920526,NA,NA,0.0578016355920526,0.0163298889980814,0,157359.166999998,0.002303354144,65481090.2533626,1e-04,"1_92_4",1,92,4,1005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.0736173873818965
"37","(Intercept)",412256.228621117,64724227.8935154,0.224077139171619,412256.228621117,0.130271048343063,64724227.8935154,0.224077139171619,412256.228621117,0.130271048343063,TRUE,1,0.937464957291441,NA,NA,0.0559995357629148,NA,NA,0.0559995357629148,0.0136974053835982,0,131979.510454684,0.001915727813,65481090.2533626,1e-04,"1_98_4",1,98,4,1071,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"38","trend",0,0,0,0,0,0,0,0,0,TRUE,1,0.937464957291441,NA,NA,0.0559995357629148,NA,NA,0.0559995357629148,0.0136974053835982,0,131979.510454684,0.001915727813,65481090.2533626,1e-04,"1_98_4",1,98,4,1071,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"39","season",0.331795264580167,121466.234036271,0.000420519596982708,773.670280485805,0.000244476205606066,121466.234036271,0.000420519596982708,773.670280485805,0.000244476205606066,TRUE,1,0.937464957291441,NA,NA,0.0559995357629148,NA,NA,0.0559995357629148,0.0136974053835982,0,131979.510454684,0.001915727813,65481090.2533626,1e-04,"1_98_4",1,98,4,1071,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"40","holiday",0.833513073481767,5800876.13083532,0.0200828000640659,232035.045233413,0.073321993693071,5800876.13083532,0.0200828000640659,232035.045233413,0.073321993693071,TRUE,1,0.937464957291441,NA,NA,0.0559995357629148,NA,NA,0.0559995357629148,0.0136974053835982,0,131979.510454684,0.001915727813,65481090.2533626,1e-04,"1_98_4",1,98,4,1071,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"41","competitor_sales_B",0.138672821240907,120816882.913694,0.418271524713628,769534.286074484,0.243169250633655,120816882.913694,0.418271524713628,769534.286074484,0.243169250633655,TRUE,1,0.937464957291441,NA,NA,0.0559995357629148,NA,NA,0.0559995357629148,0.0136974053835982,0,131979.510454684,0.001915727813,65481090.2533626,1e-04,"1_98_4",1,98,4,1071,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"42","events",0.893270357676761,1136962.59166767,0.00393619720431715,1136962.59166767,0.359274884066134,1136962.59166767,0.00393619720431715,1136962.59166767,0.359274884066134,TRUE,1,0.937464957291441,NA,NA,0.0559995357629148,NA,NA,0.0559995357629148,0.0136974053835982,0,131979.510454684,0.001915727813,65481090.2533626,1e-04,"1_98_4",1,98,4,1071,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"43","tv_S",407781.608824987,18572785.0352872,0.0642995161565084,118297.993855333,0.0373816151376544,18572785.0352872,0.0642995161565084,118297.993855333,0.0373816151376544,TRUE,1,0.937464957291441,NA,NA,0.0559995357629148,NA,NA,0.0559995357629148,0.0136974053835982,0,131979.510454684,0.001915727813,65481090.2533626,1e-04,"1_98_4",1,98,4,1071,3,2591412.14666667,16505.80985138,21333.448788064,4827.63893668392,176034.467623831,0.206047362680601,0.208429750265155,10.6650003367822,7.16705177876758,0.139527385997476,4,FALSE,4.52168432268378,0.107117304298431,2.94161413661474,6.09925289436737,0.435058362976993
"44","ooh_S",541629.661878532,58419896.5997573,0.202251362848423,372101.252227753,0.117582262806819,58419896.5997573,0.202251362848423,372101.252227753,0.117582262806819,TRUE,1,0.937464957291441,NA,NA,0.0559995357629148,NA,NA,0.0559995357629148,0.0136974053835982,0,131979.510454684,0.001915727813,65481090.2533626,1e-04,"1_98_4",1,98,4,1071,3,8239693.86666667,52482.1265392781,169227.588587293,116745.462048015,390471.676373663,0.655151359349006,0.655606815868975,7.44008869536623,7.09005668718986,0.141042595866233,4,FALSE,4.30650272336385,0.136099969777503,2.30129299631522,6.31329219955411,0.941126011209525
"45","print_S",202879.859367079,4811124.09690351,0.0166562500460788,30644.1025280478,0.00968339368749714,4811124.09690351,0.0166562500460788,30644.1025280478,0.00968339368749714,TRUE,1,0.937464957291441,NA,NA,0.0559995357629148,NA,NA,0.0559995357629148,0.0136974053835982,0,131979.510454684,0.001915727813,65481090.2533626,1e-04,"1_98_4",1,98,4,1071,3,601634.977777778,3832.06992215145,4545.42137330797,713.351451156514,24161.5751122687,0.0478369682055284,0.0539919776224751,6.30509766343293,7.9967493157962,0.125050812587644,4,FALSE,6.51435551154338,0.108472744268843,4.91289886231806,8.11049372065044,0.0586041870324827
"46","facebook_S",105440.54823135,1325557.69415416,0.00458911887526358,8443.0426379246,0.00266796215384405,1325557.69415416,0.00458911887526358,8443.0426379246,0.00266796215384405,TRUE,1,0.937464957291441,NA,NA,0.0559995357629148,NA,NA,0.0559995357629148,0.0136974053835982,0,131979.510454684,0.001915727813,65481090.2533626,1e-04,"1_98_4",1,98,4,1071,3,334078.021992166,2127.88549039596,2338.85563150456,210.970141108593,3514.38192867727,0.0265630827769259,0.0148758335720615,1.65158414047144,3.96780873596421,0.25202827720399,4,FALSE,3.32272793845431,0.222105999764187,0.0534300921973507,6.60074303830052,0.00607614713861342
"47","search_S",225068.909935164,5978765.38784945,0.0206986577899653,38081.3082028628,0.0120335160452397,5978765.38784945,0.0206986577899653,38081.3082028628,0.0120335160452397,TRUE,1,0.937464957291441,NA,NA,0.0559995357629148,NA,NA,0.0559995357629148,0.0136974053835982,0,131979.510454684,0.001915727813,65481090.2533626,1e-04,"1_98_4",1,98,4,1071,3,809960,5158.98089171975,16908.3870583568,11749.406166637,32405.1871980926,0.0644012269879381,0.0670956226713332,6.28131560830232,7.38155635815281,0.135472785342283,4,FALSE,3.04197720928882,0.239493702152225,0,6.56728919249829,0.529287973278428
"48","newsletter",307006.309955831,7139430.42229963,0.0247169135331471,45474.0791229276,0.0143695972274165,7139430.42229963,0.0247169135331471,45474.0791229276,0.0143695972274165,TRUE,1,0.937464957291441,NA,NA,0.0559995357629148,NA,NA,0.0559995357629148,0.0136974053835982,0,131979.510454684,0.001915727813,65481090.2533626,1e-04,"1_98_4",1,98,4,1071,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.235894601495225
"49","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.956352666241514,NA,NA,0.0466352204496299,NA,NA,0.0466352204496299,0.197076606557685,0,11113.34981897,6.972543288e-05,65481090.2533626,1e-04,"1_126_8",1,126,8,1383,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"50","trend",0.145796901253885,40794613.8232505,0.141185319532634,259838.304606691,0.076261588317215,40794613.8232505,0.141185319532634,259838.304606691,0.076261588317215,TRUE,1,0.956352666241514,NA,NA,0.0466352204496299,NA,NA,0.0466352204496299,0.197076606557685,0,11113.34981897,6.972543288e-05,65481090.2533626,1e-04,"1_126_8",1,126,8,1383,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"51","season",0.222608164507388,81494.157075006,0.000282041611094251,519.071064172013,0.000152345451388253,81494.157075006,0.000282041611094251,519.071064172013,0.000152345451388253,TRUE,1,0.956352666241514,NA,NA,0.0466352204496299,NA,NA,0.0466352204496299,0.197076606557685,0,11113.34981897,6.972543288e-05,65481090.2533626,1e-04,"1_126_8",1,126,8,1383,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
